Transaction_ID,Amount,Distance_from_Home,Device_Type,IP_Risk_Score,Is_Night_Transaction,Is_Fraud
2470,13.43,4.8088,0,0.1,0,0
2471,44.47,0.0123,0,0.96,1,1
2472,49.0,0.0123,0,0.11,0,0
2473,10.02,0.0123,2,0.53,0,0
2474,1732.59,0.0123,0,0.78,0,1
2475,23.95,0.0123,2,0.17,0,0
2476,21.83,0.0123,0,0.42,1,0
2477,26.77,0.0123,2,0.63,0,0
2478,40.72,0.0123,2,0.34,0,0
2479,197.82,0.0123,2,0.04,0,0
2480,16.26,0.0123,2,0.34,0,0
2481,52.19,0.0123,1,0.91,0,0
2482,18.79,0.0123,0,0.98,0,0
2483,1923.8,0.0123,2,0.75,0,1
2484,18.06,4.8088,0,0.1,0,0
2485,70.27,4.8088,0,0.83,0,1
2486,2685.08,0.0123,0,0.35,0,1
2487,1565.58,0.0123,0,0.12,0,1
2488,23.87,0.0123,2,0.89,1,1
2489,31.1,4.8088,0,0.56,0,0
2490,6.07,0.0123,2,0.87,0,0
2491,8.53,0.0123,2,0.54,1,0
2492,403.97,0.0123,0,0.08,0,0
2493,661.59,0.0123,0,0.37,1,1
2494,22.78,4.8088,0,0.41,0,0
2495,25.81,0.0123,2,0.86,0,0
2496,22.01,0.0123,2,0.98,0,0
2497,13.82,0.0123,1,0.83,0,0
2498,41.12,0.0123,0,0.93,0,0
2499,39.77,0.0123,2,0.75,0,0
2500,45.44,0.0123,0,0.38,1,0
2501,56.41,0.0123,2,0.66,1,0
2502,32.91,0.0123,2,0.25,0,0
2503,52.84,0.0123,0,0.66,0,0
2504,93.39,0.0123,0,0.98,1,1
2505,20.71,0.0123,2,0.65,0,0
2506,28.93,0.0123,2,0.16,0,0
2507,45.02,0.0123,2,0.22,0,0
2508,28.12,0.0123,0,0.63,0,0
2509,27.08,0.0123,0,0.15,0,0
2510,65.51,0.0123,0,0.4,0,0
2511,20.85,0.0123,1,0.92,0,0
2512,14.03,0.0123,2,0.32,0,0
2513,8.37,0.0123,2,0.01,0,0
2514,31.92,0.0123,2,0.99,0,0
2515,438.26,0.0123,1,0.51,0,0
2516,21.31,0.0123,0,0.37,0,0
2517,98.05,0.0123,2,0.7,0,0
2518,16.78,0.0123,0,0.09,0,0
2519,11.43,0.0123,2,0.52,0,0
2520,1257.0,0.0123,0,0.24,0,1
2521,2705.42,0.0123,2,0.61,0,1
2522,1442.67,0.0123,2,0.07,0,0
2523,40.38,0.0123,1,0.75,0,0
2524,29.99,0.0123,2,0.68,0,0
2525,70.84,0.0123,0,0.24,1,0
2526,58.12,0.0123,0,0.48,1,0
2527,332.11,0.0123,0,0.18,0,0
2528,46.7,0.0123,0,0.14,1,0
2529,62.56,0.0123,0,0.66,1,0
2530,55.25,0.0123,0,0.77,0,0
2531,7.37,0.0123,0,0.72,0,0
2532,65.3,0.0123,0,0.84,0,0
2533,129.83,4.8088,0,0.22,0,0
2534,91.21,0.0123,0,0.25,0,0
2535,970.91,0.0123,2,0.16,0,0
2536,40.59,0.0123,0,0.1,0,0
2537,72.23,0.0123,0,0.92,0,0
2538,38.49,0.0123,2,0.87,0,0
2539,42.39,0.0123,2,0.07,0,0
2540,46.24,0.0123,0,0.19,1,0
2541,33.8,0.0123,0,0.48,0,0
2542,55.25,0.0123,2,0.17,1,0
2543,9.81,0.0123,0,0.18,0,0
2544,17.81,0.0123,0,0.93,0,0
2545,62.02,0.0123,0,0.98,0,0
2546,26.97,0.0123,0,0.49,0,0
2547,30.29,0.0123,0,0.27,0,0
2548,64.54,0.0123,0,0.43,0,0
2549,16.9,0.0123,2,0.03,0,0
2550,585.47,0.0123,0,0.68,1,1
2551,93.75,0.0123,2,0.39,1,0
2552,29.95,0.0123,2,0.88,0,0
2553,16.2,0.0123,2,0.73,0,0
2554,17.46,0.0123,0,0.63,0,0
2555,49.61,0.0123,0,0.91,0,0
2556,14.62,0.0123,1,0.88,0,0
2557,1026.18,0.0123,0,0.35,0,1
2558,45.48,0.0123,2,0.57,0,0
2559,5.8,0.0123,0,0.26,0,0
2560,39.01,0.0123,0,0.98,0,0
2561,746.96,0.0123,0,0.38,0,0
2562,23.39,0.0123,1,0.2,0,0
2563,2198.76,0.0123,2,0.95,0,1
2564,15.47,4.8088,2,0.59,0,0
2565,50.67,4.8088,0,0.21,1,1
2566,22.76,0.0123,2,0.52,0,0
2567,14.23,0.0123,0,0.91,0,0
2568,2099.91,0.0123,2,0.37,1,1
2569,945.03,0.0123,0,0.69,0,0
2570,107.31,0.0123,2,0.85,0,0
2571,34.14,4.8088,2,0.99,0,1
2572,34.25,0.0123,2,0.78,0,0
2573,30.4,0.0123,2,0.32,0,0
2574,66.85,0.0123,0,0.86,0,0
2575,38.45,0.0123,2,0.13,0,0
2576,65.78,0.0123,2,0.08,0,0
2577,28.63,0.0123,2,0.02,0,0
2578,247.43,0.0123,2,0.58,0,0
2579,13.46,0.0123,2,0.66,1,0
2580,7.07,0.0123,2,0.95,0,0
2581,480.87,0.0123,2,0.35,0,0
2582,55.84,0.0123,2,0.12,0,0
2583,57.66,0.0123,0,0.03,1,0
2584,22.92,0.0123,0,0.63,0,0
2585,57.97,0.0123,0,0.14,0,0
2586,24.59,0.0123,0,0.36,1,0
2587,375.98,0.0123,1,0.54,0,0
2588,53.35,0.0123,2,0.75,1,0
2589,10.6,0.0123,0,0.57,0,0
2590,10.77,0.0123,0,0.05,1,0
2591,41.9,0.0123,2,0.63,1,0
2592,43.78,0.0123,0,0.43,1,0
2593,643.72,0.0123,0,0.67,0,0
2594,14.33,0.0123,0,0.15,1,0
2595,29.91,0.0123,2,0.55,0,0
2596,21.76,0.0123,2,0.51,0,0
2597,67.28,0.0123,2,0.25,0,0
2598,101.51,0.0123,2,0.84,0,0
2599,522.18,0.0123,0,0.0,0,0
2600,43.06,0.0123,1,0.31,0,0
2601,54.95,0.0123,0,0.69,0,0
2602,17.92,0.0123,0,0.37,0,0
2603,248.92,0.0123,2,0.29,0,0
2604,1272.35,0.0123,1,0.68,0,1
2605,21.27,0.0123,0,0.45,1,0
2606,17.68,0.0123,1,0.49,0,0
2607,18.95,0.0123,0,0.89,1,1
2608,1742.06,0.0123,0,0.83,0,1
2609,67.08,0.0123,2,0.83,0,0
2610,2846.87,0.0123,2,0.87,0,1
2611,10.62,0.0123,2,0.23,0,0
2612,733.46,0.0123,1,0.05,0,0
2613,18.71,0.0123,0,0.97,0,0
2614,102.91,0.0123,2,0.03,0,0
2615,29.85,0.0123,2,0.48,0,0
2616,14.88,0.0123,2,0.6,0,0
2617,99.6,0.0123,2,0.54,0,0
2618,21.42,0.0123,2,0.42,0,0
2619,49.97,0.0123,2,0.99,0,0
2620,52.31,0.0123,0,0.89,0,0
2621,44.25,0.0123,0,0.12,0,0
2622,92.54,0.0123,0,0.6,0,0
2623,30.66,4.8088,2,0.19,1,1
2624,57.82,0.0123,0,0.08,0,0
2625,43.04,0.0123,2,0.04,0,0
2626,34.65,0.0123,0,0.77,0,0
2627,518.05,0.0123,1,0.77,0,0
2628,511.67,0.0123,2,0.55,1,0
2629,23.31,0.0123,1,0.62,0,0
2630,35.31,0.0123,2,0.98,0,0
2631,20.78,0.0123,0,0.99,0,0
2632,47.2,0.0123,2,0.9,1,1
2633,42.8,0.0123,2,0.02,1,0
2634,493.91,0.0123,2,0.06,0,0
2635,26.92,0.0123,0,0.1,0,0
2636,2224.8,4.8088,1,0.35,0,1
2637,61.6,0.0123,2,0.89,0,0
2638,197.22,0.0123,2,0.82,1,1
2639,31.77,0.0123,0,0.55,0,0
2640,18.47,4.8088,2,0.63,0,0
2641,11.93,0.0123,2,0.28,0,0
2642,64.25,0.0123,0,0.16,0,0
2643,9.84,0.0123,2,0.85,0,0
2644,701.07,0.0123,2,0.04,0,0
2645,65.22,4.8088,0,1.0,1,1
2646,105.95,0.0123,2,0.32,0,0
2647,35.64,0.0123,0,0.39,0,0
2648,61.72,0.0123,2,0.34,1,0
2649,22.33,0.0123,2,0.8,1,1
2650,59.0,0.0123,1,0.57,0,0
2651,31.23,0.0123,2,0.63,0,0
2652,54.3,0.0123,2,0.57,0,0
2653,38.33,0.0123,2,0.08,0,0
2654,52.09,0.0123,2,0.42,0,0
2655,40.97,0.0123,2,0.19,1,0
2656,69.41,0.0123,2,0.31,1,0
2657,45.83,0.0123,1,0.58,1,0
2658,12.73,0.0123,2,0.89,1,1
2659,918.95,0.0123,1,0.35,0,1
2660,28.58,0.0123,0,0.87,0,0
2661,13.02,0.0123,1,0.0,0,0
2662,46.93,0.0123,0,0.96,0,0
2663,51.48,0.0123,0,0.55,1,0
2664,12.96,0.0123,2,0.66,1,0
2665,16.46,0.0123,2,0.36,0,0
2666,17.85,0.0123,0,0.66,1,0
2667,8.29,0.0123,2,0.16,1,0
2668,17.35,0.0123,0,0.76,0,0
2669,87.63,0.0123,0,0.71,0,0
2670,95.14,0.0123,0,0.67,0,0
2671,79.76,0.0123,1,0.35,0,0
2672,27.01,0.0123,2,0.38,1,0
2673,63.2,0.0123,2,0.14,0,0
2674,22.92,0.0123,2,0.31,0,0
2675,95.71,4.8088,2,0.3,0,0
2676,7.92,0.0123,1,0.68,0,0
2677,13.71,0.0123,2,0.15,0,0
2678,25.97,0.0123,2,0.08,0,0
2679,42.51,0.0123,0,0.33,0,0
2680,53.57,0.0123,2,0.88,1,1
2681,81.02,0.0123,1,0.9,0,0
2682,2180.59,0.0123,0,0.58,0,1
2683,54.06,0.0123,2,0.07,1,0
2684,764.49,0.0123,2,0.44,0,0
2685,38.39,0.0123,0,0.88,0,0
2686,71.39,0.0123,0,0.55,1,0
2687,10.19,0.0123,1,0.85,0,0
2688,3317.28,0.0123,0,0.02,0,1
2689,15.52,4.8088,1,0.99,0,1
2690,30.28,0.0123,1,0.0,0,0
2691,37.41,0.0123,2,0.72,0,0
2692,18.93,0.0123,0,0.56,0,0
2693,48.84,0.0123,2,0.57,0,0
2694,16.12,0.0123,2,0.38,0,0
2695,9.78,0.0123,2,0.72,0,0
2696,14.5,0.0123,2,0.4,0,0
2697,37.09,0.0123,0,0.15,0,0
2698,46.4,0.0123,2,0.2,0,0
2699,664.82,0.0123,0,0.81,0,1
2700,17.47,0.0123,1,0.75,1,0
2701,14.6,0.0123,2,0.81,0,0
2702,11.18,0.0123,0,0.26,0,0
2703,30.88,0.0123,2,0.18,1,0
2704,38.32,0.0123,2,0.21,1,0
2705,2687.74,0.0123,0,0.36,0,1
2706,21.99,0.0123,0,0.7,0,0
2707,8.04,0.0123,2,0.19,0,0
2708,35.61,0.0123,2,0.9,0,0
2709,47.0,0.0123,2,0.61,0,0
2710,25.72,0.0123,2,0.73,0,0
2711,17.89,0.0123,2,0.87,0,0
2712,77.91,0.0123,2,0.67,0,0
2713,36.71,0.0123,2,0.59,0,0
2714,12.65,0.0123,0,0.59,0,0
2715,9.49,0.0123,0,0.81,0,0
2716,44.78,0.0123,2,0.25,0,0
2717,100.75,0.0123,0,0.68,0,0
2718,2186.51,0.0123,2,0.55,0,1
2719,25.37,0.0123,0,0.36,0,0
2720,34.29,0.0123,0,0.87,1,1
2721,1427.07,0.0123,2,0.75,0,0
2722,27.54,0.0123,2,0.47,0,0
2723,65.7,0.0123,1,0.09,0,0
2724,676.21,0.0123,2,0.28,0,0
2725,1443.31,0.0123,0,0.51,0,1
2726,40.36,0.0123,0,0.23,0,0
2727,38.66,0.0123,2,0.65,0,0
2728,495.86,0.0123,0,0.18,0,0
2729,40.93,0.0123,0,0.01,0,0
2730,1091.44,0.0123,0,0.22,0,0
2731,18.55,0.0123,2,0.3,0,0
2732,45.28,0.0123,2,0.7,1,0
2733,23.68,0.0123,2,0.15,0,0
2734,14.91,0.0123,2,0.53,0,0
2735,66.25,0.0123,2,0.67,0,0
2736,378.64,0.0123,0,0.94,0,0
2737,9.79,0.0123,1,0.13,0,0
2738,24.16,0.0123,2,0.31,0,0
2739,45.77,0.0123,2,0.33,0,0
2740,45.5,0.0123,2,0.21,0,0
2741,26.64,0.0123,0,0.44,0,0
2742,22.29,0.0123,0,0.24,0,0
2743,27.19,0.0123,0,0.8,1,1
2744,11.1,0.0123,0,0.25,0,0
2745,20.58,0.0123,2,0.23,0,0
2746,52.57,0.0123,1,0.21,0,0
2747,9.05,0.0123,0,0.51,0,0
2748,2456.28,4.8088,1,0.96,0,1
2749,17.1,0.0123,0,0.41,0,0
2750,25.61,0.0123,2,0.99,0,0
2751,36.62,0.0123,2,0.19,0,0
2752,18.31,0.0123,2,0.12,1,0
2753,34.13,0.0123,2,0.02,1,0
2754,14.21,4.8088,2,0.55,1,1
2755,16.09,0.0123,0,0.63,0,0
2756,494.24,0.0123,1,0.8,0,0
2757,22.31,0.0123,2,0.8,0,0
2758,34.1,0.0123,0,0.4,0,0
2759,11.02,0.0123,2,0.82,1,1
2760,24.48,0.0123,0,0.67,0,0
2761,14.45,0.0123,0,0.48,0,0
2762,20.85,0.0123,1,0.96,0,0
2763,435.71,0.0123,2,0.93,0,0
2764,16.61,0.0123,0,0.89,0,0
2765,45.82,0.0123,2,0.16,0,0
2766,31.9,0.0123,0,0.62,1,0
2767,26.99,0.0123,0,0.48,0,0
2768,1221.94,0.0123,0,0.77,1,1
2769,423.64,0.0123,2,0.2,0,0
2770,48.47,4.8088,2,0.3,0,0
2771,44.06,0.0123,0,0.07,0,0
2772,1570.33,0.0123,2,0.46,0,1
2773,97.26,0.0123,2,0.88,0,0
2774,71.37,0.0123,0,0.01,0,0
2775,17.26,0.0123,0,0.42,0,0
2776,20.63,0.0123,0,0.61,0,0
2777,91.17,0.0123,0,0.82,0,0
2778,17.51,0.0123,0,0.1,1,0
2779,24.58,0.0123,0,0.77,0,0
2780,62.34,0.0123,0,0.59,0,0
2781,33.03,0.0123,0,0.28,0,0
2782,22.64,0.0123,0,0.52,0,0
2783,58.06,0.0123,0,0.7,0,0
2784,41.53,0.0123,2,0.09,0,0
2785,494.14,0.0123,0,0.71,0,0
2786,112.69,0.0123,0,0.56,0,0
2787,17.13,0.0123,2,0.11,0,0
2788,16.96,0.0123,2,0.35,1,0
2789,14.83,4.8088,0,0.53,1,1
2790,46.67,0.0123,0,0.72,1,0
2791,761.54,0.0123,2,0.23,1,1
2792,13.36,0.0123,2,0.18,0,0
2793,21.98,0.0123,0,0.11,1,0
2794,80.35,0.0123,2,0.81,0,0
2795,19.91,4.8088,2,0.51,0,0
2796,13.45,0.0123,0,0.77,0,0
2797,1408.12,0.0123,2,0.41,0,1
2798,640.11,0.0123,2,0.18,1,1
2799,76.29,0.0123,2,0.55,0,0
2800,16.43,0.0123,0,0.0,0,0
2801,276.1,0.0123,2,0.31,0,0
2802,30.3,0.0123,0,0.76,1,0
2803,56.65,0.0123,2,0.33,0,0
2804,37.51,0.0123,0,0.61,0,0
2805,14.45,0.0123,2,0.24,0,0
2806,13.93,0.0123,2,0.62,0,0
2807,40.54,0.0123,2,0.3,0,0
2808,33.12,0.0123,2,0.41,0,0
2809,24.64,0.0123,1,0.33,0,0
2810,16.35,0.0123,2,0.7,0,0
2811,66.72,0.0123,0,0.6,0,0
2812,77.86,0.0123,0,0.48,0,0
2813,540.91,0.0123,0,0.23,0,0
2814,22.8,0.0123,2,1.0,0,0
2815,133.47,0.0123,0,0.27,0,0
2816,12.27,0.0123,0,0.27,0,0
2817,16.04,0.0123,2,0.77,1,0
2818,3084.09,0.0123,0,0.08,1,1
2819,312.63,0.0123,0,0.65,0,0
2820,39.01,0.0123,2,0.97,0,0
2821,13.5,0.0123,0,0.07,0,0
2822,38.13,0.0123,0,0.54,0,0
2823,95.59,0.0123,1,0.88,1,1
2824,51.03,0.0123,2,0.94,0,0
2825,69.08,0.0123,0,0.54,1,0
2826,31.16,0.0123,0,0.5,0,0
2827,28.32,0.0123,2,0.15,0,0
2828,104.47,0.0123,2,0.82,1,1
2829,19.9,0.0123,2,0.79,0,0
2830,15.65,0.0123,0,0.72,0,0
2831,25.9,0.0123,2,0.67,0,0
2832,15.37,0.0123,2,0.74,0,0
2833,21.91,0.0123,2,0.73,0,0
2834,43.63,0.0123,0,0.73,0,0
2835,13.18,0.0123,2,0.78,0,0
2836,33.27,0.0123,0,0.23,1,0
2837,70.65,0.0123,0,0.32,0,0
2838,28.88,0.0123,0,0.94,0,0
2839,45.68,0.0123,2,0.05,0,0
2840,21.35,0.0123,2,0.89,1,1
2841,22.33,0.0123,0,0.1,0,0
2842,42.95,0.0123,0,0.98,0,0
2843,42.26,0.0123,2,0.78,0,0
2844,400.34,0.0123,0,0.87,0,0
2845,10.87,0.0123,2,0.11,0,0
2846,73.47,0.0123,2,0.29,0,0
2847,73.22,0.0123,0,0.86,0,0
2848,24.92,0.0123,0,0.49,1,0
2849,35.75,0.0123,0,0.66,0,0
2850,7.05,0.0123,1,0.77,0,0
2851,5.0,0.0123,2,0.69,0,0
2852,11.35,0.0123,2,0.63,0,0
2853,20.92,0.0123,0,0.91,0,0
2854,8.56,0.0123,2,0.22,0,0
2855,969.1,0.0123,0,0.64,1,1
2856,63.26,0.0123,0,0.17,1,0
2857,31.51,0.0123,0,0.28,0,0
2858,3438.06,0.0123,0,0.89,0,1
2859,25.86,0.0123,0,0.37,0,0
2860,10.72,0.0123,2,0.91,0,0
2861,30.12,0.0123,0,0.17,0,0
2862,14.15,0.0123,0,0.41,1,0
2863,26.79,0.0123,2,0.07,0,0
2864,44.81,0.0123,0,0.94,0,0
2865,50.28,0.0123,2,0.66,0,0
2866,23.2,0.0123,0,1.0,0,0
2867,39.89,0.0123,0,0.02,0,0
2868,35.53,0.0123,0,0.01,0,0
2869,34.17,0.0123,2,0.48,0,0
2870,56.26,0.0123,2,0.97,0,0
2871,98.83,4.8088,0,0.72,0,0
2872,48.71,0.0123,0,0.68,0,0
2873,101.67,0.0123,0,0.66,0,0
2874,81.05,0.0123,0,0.69,1,0
2875,35.29,0.0123,0,0.38,1,0
2876,1403.89,0.0123,0,0.23,0,1
2877,38.62,0.0123,0,0.23,0,0
2878,47.26,0.0123,0,0.67,1,0
2879,20.33,0.0123,2,0.63,0,0
2880,61.27,0.0123,2,0.86,0,0
2881,128.66,0.0123,0,0.27,0,0
2882,8.99,0.0123,2,0.55,0,0
2883,9.6,0.0123,2,0.7,0,0
2884,81.83,0.0123,2,0.14,0,0
2885,4058.96,0.0123,2,0.99,0,1
2886,30.85,0.0123,0,0.83,0,0
2887,9.82,0.0123,0,0.21,0,0
2888,55.91,0.0123,2,0.56,0,0
2889,63.3,0.0123,2,0.04,1,0
2890,608.91,0.0123,2,0.24,1,1
2891,44.24,0.0123,0,0.65,0,0
2892,3362.55,0.0123,0,0.88,0,1
2893,26.8,0.0123,2,0.57,0,0
2894,15.34,0.0123,2,0.45,0,0
2895,7.9,0.0123,0,0.09,0,0
2896,42.82,0.0123,2,0.14,1,0
2897,31.62,0.0123,0,0.7,0,0
2898,60.84,0.0123,0,0.83,0,0
2899,37.08,0.0123,2,0.71,0,0
2900,9.14,0.0123,2,0.55,0,0
2901,26.84,0.0123,2,0.56,0,0
2902,908.62,0.0123,0,0.37,1,1
2903,21.45,0.0123,2,0.13,0,0
2904,20.21,0.0123,0,0.46,0,0
2905,591.4,0.0123,0,0.67,1,1
2906,28.4,0.0123,2,0.87,0,0
2907,14.88,0.0123,0,0.09,1,0
2908,24.33,0.0123,0,0.85,0,0
2909,16.59,0.0123,2,0.13,0,0
2910,580.1,0.0123,2,0.07,1,1
2911,9.77,0.0123,2,0.52,0,0
2912,95.25,0.0123,2,0.34,0,0
2913,37.32,0.0123,2,0.13,0,0
2914,45.35,0.0123,0,0.86,1,1
2915,46.69,0.0123,2,0.62,0,0
2916,100.88,0.0123,0,0.84,0,0
2917,1720.72,0.0123,2,0.1,0,1
2918,48.64,0.0123,0,0.55,0,0
2919,10.08,0.0123,2,0.7,1,0
2920,98.93,0.0123,2,0.91,0,0
2921,36.53,0.0123,2,0.4,0,0
2922,25.92,0.0123,2,0.15,0,0
2923,37.26,0.0123,2,0.81,0,0
2924,10.02,4.8088,0,0.97,0,1
2925,7.72,0.0123,2,0.35,1,0
2926,99.65,0.0123,0,0.72,0,0
2927,556.67,0.0123,2,0.32,0,0
2928,32.8,0.0123,0,0.83,1,1
2929,56.07,0.0123,0,0.19,1,0
2930,34.63,0.0123,0,0.38,1,0
2931,11.83,0.0123,0,0.66,0,0
2932,55.91,0.0123,0,0.75,0,0
2933,38.68,0.0123,0,0.86,1,1
2934,3725.75,0.0123,0,0.23,0,1
2935,42.0,0.0123,2,0.34,0,0
2936,25.81,0.0123,0,0.55,0,0
2937,65.84,0.0123,0,0.01,0,0
2938,43.75,0.0123,0,0.32,1,0
2939,103.4,0.0123,2,0.01,1,0
2940,40.84,0.0123,2,0.43,0,0
2941,36.17,0.0123,1,0.63,0,0
2942,59.62,0.0123,2,0.39,0,0
2943,34.34,0.0123,2,0.74,0,0
2944,9.87,0.0123,0,0.33,0,0
2945,23.3,0.0123,2,0.91,1,1
2946,3890.11,0.0123,0,0.51,0,1
2947,49.77,4.8088,2,0.26,1,1
2948,28.44,0.0123,2,0.64,0,0
2949,114.3,0.0123,2,0.16,1,0
2950,17.73,0.0123,2,0.75,0,0
2951,33.96,0.0123,2,0.73,0,0
2952,42.52,0.0123,0,0.24,0,0
2953,63.22,0.0123,0,0.92,0,0
2954,17.33,0.0123,2,0.24,0,0
2955,31.28,0.0123,2,0.98,0,0
2956,77.45,0.0123,2,0.52,0,0
2957,35.77,0.0123,0,0.16,1,0
2958,312.44,0.0123,0,0.18,0,0
2959,16.86,0.0123,2,0.23,0,0
2960,59.36,0.0123,0,0.83,0,0
2961,65.0,0.0123,0,0.81,1,1
2962,24.43,4.8088,2,0.6,1,1
2963,59.66,0.0123,0,0.0,0,0
2964,39.76,0.0123,2,0.64,0,0
2965,105.87,0.0123,2,0.23,0,0
2966,2373.5,0.0123,0,0.41,0,1
2967,20.6,4.8088,1,0.11,0,0
2968,65.87,0.0123,2,0.09,0,0
2969,443.84,0.0123,2,0.45,1,1
2970,39.29,0.0123,1,0.83,0,0
2971,377.32,0.0123,2,0.36,0,0
2972,19.85,0.0123,0,0.35,0,0
2973,29.0,0.0123,0,0.94,1,1
2974,35.43,0.0123,1,0.74,0,0
2975,44.08,0.0123,0,0.34,1,0
2976,115.95,0.0123,2,0.93,1,1
2977,28.94,0.0123,2,0.92,1,1
2978,32.46,0.0123,2,0.42,0,0
2979,10.6,0.0123,2,0.06,0,0
2980,633.78,0.0123,2,0.81,0,1
2981,20.47,0.0123,0,0.49,0,0
2982,22.23,0.0123,0,0.51,0,0
2983,26.5,0.0123,1,0.72,1,0
2984,75.45,0.0123,2,0.54,1,0
2985,38.34,0.0123,0,0.53,0,0
2986,8.46,0.0123,2,0.98,0,0
2987,25.46,0.0123,0,1.0,0,0
2988,11.84,0.0123,2,0.92,0,0
2989,54.47,0.0123,1,0.67,0,0
2990,584.55,0.0123,2,0.75,0,0
2991,94.05,0.0123,0,0.77,0,0
2992,124.77,0.0123,2,0.29,0,0
2993,685.83,0.0123,2,0.52,0,0
2994,31.3,0.0123,2,0.79,0,0
2995,75.18,0.0123,2,0.7,0,0
2996,45.94,0.0123,2,0.33,0,0
2997,31.94,0.0123,0,0.14,0,0
2998,26.62,0.0123,0,0.07,0,0
2999,100.13,0.0123,1,0.75,0,0
3000,37.45,0.0123,2,0.71,0,0
3001,47.48,0.0123,0,0.72,0,0
3002,60.87,0.0123,0,0.55,1,0
3003,38.99,0.0123,0,0.12,0,0
3004,21.71,0.0123,0,0.37,0,0
3005,35.02,0.0123,1,0.88,0,0
3006,26.22,0.0123,2,0.57,0,0
3007,49.13,0.0123,0,0.69,0,0
3008,11.62,0.0123,0,0.2,0,0
3009,35.47,0.0123,1,0.39,0,0
3010,142.2,0.0123,0,0.48,0,0
3011,47.22,0.0123,1,0.35,0,0
3012,39.22,0.0123,2,0.07,0,0
3013,30.88,0.0123,0,0.8,0,0
3014,34.49,0.0123,1,0.74,1,0
3015,115.18,0.0123,0,0.31,0,0
3016,19.41,0.0123,2,0.39,0,0
3017,16.65,0.0123,2,0.98,0,0
3018,1913.19,0.0123,2,0.82,1,1
3019,32.11,0.0123,2,0.75,0,0
3020,64.01,0.0123,2,0.97,1,1
3021,78.89,0.0123,0,0.25,0,0
3022,33.59,0.0123,0,0.4,0,0
3023,19.52,0.0123,2,0.96,0,0
3024,821.22,0.0123,0,0.8,0,1
3025,24.07,0.0123,2,0.27,1,0
3026,14.31,0.0123,0,0.23,0,0
3027,623.44,0.0123,2,0.18,1,1
3028,13.73,0.0123,0,0.29,0,0
3029,19.85,0.0123,0,0.74,0,0
3030,89.43,0.0123,2,0.84,0,0
3031,59.2,0.0123,2,0.29,0,0
3032,69.57,0.0123,2,0.83,0,0
3033,83.48,0.0123,2,0.97,0,0
3034,66.03,0.0123,2,0.0,0,0
3035,53.02,0.0123,1,0.43,0,0
3036,37.32,0.0123,2,0.42,0,0
3037,59.16,0.0123,0,0.28,0,0
3038,33.86,0.0123,2,0.12,1,0
3039,2007.41,0.0123,2,0.27,0,1
3040,63.12,0.0123,2,0.79,0,0
3041,30.11,0.0123,0,0.63,1,0
3042,29.64,0.0123,2,0.29,0,0
3043,526.3,0.0123,0,0.34,1,1
3044,32.09,0.0123,0,0.24,0,0
3045,30.84,0.0123,0,0.97,0,0
3046,38.24,0.0123,0,0.56,0,0
3047,8.88,0.0123,0,0.78,0,0
3048,44.13,0.0123,1,0.08,0,0
3049,8.26,0.0123,2,0.69,0,0
3050,11.91,0.0123,2,0.5,0,0
3051,59.22,0.0123,0,0.9,0,0
3052,71.34,0.0123,2,0.93,0,0
3053,7.17,0.0123,2,0.21,0,0
3054,21.52,0.0123,2,0.94,0,0
3055,432.78,0.0123,2,0.53,1,1
3056,35.68,0.0123,0,0.93,0,0
3057,52.73,0.0123,0,0.38,1,0
3058,20.32,0.0123,2,0.04,0,0
3059,38.84,0.0123,0,0.77,0,0
3060,33.25,0.0123,0,0.29,0,0
3061,47.02,0.0123,2,0.57,1,0
3062,38.85,0.0123,0,0.74,0,0
3063,905.69,0.0123,0,0.31,0,0
3064,29.13,0.0123,2,0.08,0,0
3065,1087.41,0.0123,2,0.11,0,1
3066,33.4,0.0123,0,0.71,0,0
3067,10.12,0.0123,2,0.52,0,0
3068,26.43,0.0123,0,0.03,0,0
3069,68.34,0.0123,0,0.31,0,0
3070,67.31,4.8088,2,0.28,0,0
3071,45.46,0.0123,2,0.54,0,0
3072,73.55,0.0123,1,0.85,0,0
3073,43.02,0.0123,0,0.28,0,0
3074,38.52,0.0123,1,0.6,0,0
3075,34.01,4.8088,2,0.92,1,1
3076,43.8,0.0123,0,0.77,0,0
3077,29.78,4.8088,0,0.51,0,0
3078,43.32,0.0123,0,0.18,0,0
3079,44.61,0.0123,2,0.54,1,0
3080,43.76,4.8088,0,0.4,0,0
3081,16.33,0.0123,2,0.68,0,0
3082,29.59,0.0123,0,0.67,0,0
3083,23.3,0.0123,0,0.4,0,0
3084,48.38,0.0123,2,0.95,0,0
3085,42.74,0.0123,1,0.33,0,0
3086,102.18,0.0123,2,0.39,0,0
3087,208.9,0.0123,0,0.25,1,0
3088,83.75,0.0123,2,0.66,1,0
3089,39.17,0.0123,2,0.16,0,0
3090,24.17,0.0123,2,0.44,0,0
3091,67.39,0.0123,0,0.09,0,0
3092,34.21,0.0123,0,0.03,0,0
3093,10.66,0.0123,1,0.37,0,0
3094,22.34,0.0123,2,0.16,0,0
3095,25.1,0.0123,0,0.06,0,0
3096,25.86,4.8088,2,0.57,0,0
3097,15.93,0.0123,0,0.89,0,0
3098,642.24,0.0123,2,0.24,1,1
3099,26.62,0.0123,0,0.95,0,0
3100,25.55,0.0123,0,0.82,0,0
3101,103.01,0.0123,0,0.36,0,0
