Transaction_ID,Timestamp,Customer_ID,Amount,Merchant_Category,Distance_from_Home,Device_Type,IP_Risk_Score,Avg_Spending_Habit,Is_Weekend,Is_Night_Transaction,Is_Fraud
TRX-003118,2025-02-02 14:43:00,CUST-1284,17.17,Transport,0.0123,Android,0.79,161.06,1,0,0
TRX-003119,2025-01-06 10:43:00,CUST-1250,451.62,Electronics,0.0123,iOS,0.19,48.57,0,0,0
TRX-003120,2025-02-22 12:59:00,CUST-1764,37.5,Groceries,0.0123,Android,0.49,116.37,1,0,0
TRX-003121,2025-02-08 00:35:00,CUST-1513,34.27,Transport,0.0123,iOS,0.64,86.08,1,1,0
TRX-003122,2025-01-08 19:42:00,CUST-1398,111.99,Groceries,0.0123,iOS,0.22,137.62,0,0,0
TRX-003123,2025-03-08 08:58:00,CUST-1730,7.81,Transport,0.0123,iOS,0.96,111.22,1,0,0
TRX-003124,2025-01-13 06:48:00,CUST-1114,16.06,Transport,4.8088,iOS,0.04,136.73,0,0,0
TRX-003125,2025-03-21 18:04:00,CUST-1041,315.75,Electronics,0.0123,Web_Browser,0.39,100.21,0,0,0
TRX-003126,2025-02-28 19:51:00,CUST-1281,15.91,Transport,0.0123,iOS,0.77,103.86,0,0,0
TRX-003127,2025-01-02 06:48:00,CUST-1222,21.95,Transport,0.0123,Android,0.92,103.75,0,0,0
TRX-003128,2025-03-11 11:24:00,CUST-1534,46.4,Groceries,0.0123,iOS,0.97,152.95,0,0,0
TRX-003129,2025-01-11 22:14:00,CUST-1074,46.33,Food_Dining,0.0123,iOS,0.79,111.58,1,0,0
TRX-003130,2025-01-09 13:13:00,CUST-1331,18.82,Food_Dining,0.0123,Android,0.98,101.25,0,0,0
TRX-003131,2025-02-08 05:16:00,CUST-1530,12.63,Food_Dining,4.8088,Android,0.78,106.84,1,0,0
TRX-003132,2025-03-15 18:06:00,CUST-1957,154.37,Online_Services,0.0123,Web_Browser,0.95,110.27,1,0,0
TRX-003133,2025-02-02 10:43:00,CUST-1198,39.67,Online_Services,0.0123,iOS,0.53,98.04,1,0,0
TRX-003134,2025-03-30 11:45:00,CUST-1457,85.75,Food_Dining,0.0123,Android,0.72,91.09,1,0,0
TRX-003135,2025-01-24 23:11:00,CUST-1083,41.67,Groceries,0.0123,Web_Browser,0.76,134.01,0,0,0
TRX-003136,2025-02-25 12:48:00,CUST-1959,12.91,Transport,0.0123,iOS,0.37,119.09,0,0,0
TRX-003137,2025-01-04 06:21:00,CUST-1152,1450.68,Electronics,0.0123,iOS,0.2,59.98,1,0,0
TRX-003138,2025-02-07 11:34:00,CUST-1539,30.87,Groceries,0.0123,Android,0.16,78.62,0,0,0
TRX-003139,2025-02-10 18:32:00,CUST-1777,35.9,Groceries,0.0123,Web_Browser,0.89,69.04,0,0,0
TRX-003140,2025-03-09 12:46:00,CUST-1001,59.63,Online_Services,4.8088,Android,0.51,64.49,1,0,0
TRX-003141,2025-03-22 16:48:00,CUST-1898,32.74,Transport,0.0123,Android,0.92,139.53,1,0,0
TRX-003142,2025-03-10 14:45:00,CUST-1160,60.53,Food_Dining,0.0123,iOS,0.74,99.26,0,0,0
TRX-003143,2025-01-02 07:48:00,CUST-1981,169.57,Electronics,0.0123,iOS,0.49,109.29,0,0,0
TRX-003144,2025-03-05 14:49:00,CUST-1684,9.0,Transport,0.0123,iOS,0.17,91.24,0,0,0
TRX-003145,2025-01-06 09:52:00,CUST-1707,39.17,Food_Dining,0.0123,Android,0.09,115.68,0,0,0
TRX-003146,2025-02-25 21:17:00,CUST-1231,18.43,Transport,0.0123,iOS,0.11,108.64,0,0,0
TRX-003147,2025-03-27 13:57:00,CUST-1571,32.41,Online_Services,0.0123,Android,0.5,82.32,0,0,0
TRX-003148,2025-01-30 18:57:00,CUST-1820,13.86,Transport,0.0123,Android,1.0,113.14,0,0,0
TRX-003149,2025-03-31 17:03:00,CUST-1659,17.43,Transport,0.0123,iOS,0.09,67.18,0,0,0
TRX-003150,2025-02-09 21:02:00,CUST-1888,16.42,Online_Services,0.0123,iOS,0.66,68.57,1,0,0
TRX-003151,2025-02-28 16:19:00,CUST-1431,26.71,Food_Dining,0.0123,Android,0.97,129.01,0,0,0
TRX-003152,2025-02-02 04:58:00,CUST-1967,24.01,Groceries,0.0123,iOS,0.33,110.1,1,1,0
TRX-003153,2025-03-18 22:35:00,CUST-1785,77.81,Groceries,0.0123,iOS,0.56,85.38,0,0,0
TRX-003154,2025-02-03 16:49:00,CUST-1001,32.11,Groceries,0.0123,Android,0.25,42.82,0,0,0
TRX-003155,2025-02-26 03:23:00,CUST-1209,3775.61,Luxury_Goods,0.0123,Android,0.79,90.92,0,1,1
TRX-003156,2025-03-01 17:03:00,CUST-1603,12.09,Transport,0.0123,iOS,0.84,90.27,1,0,0
TRX-003157,2025-02-01 07:14:00,CUST-1735,12.23,Transport,0.0123,iOS,0.73,51.24,1,0,0
TRX-003158,2025-03-01 12:34:00,CUST-1436,35.58,Groceries,0.0123,Android,0.74,124.22,1,0,0
TRX-003159,2025-01-17 21:14:00,CUST-1139,1515.82,Luxury_Goods,0.0123,iOS,0.92,76.9,0,0,1
TRX-003160,2025-03-21 00:11:00,CUST-1568,22.65,Groceries,0.0123,Web_Browser,0.32,125.99,0,1,0
TRX-003161,2025-02-10 14:19:00,CUST-1181,22.62,Groceries,0.0123,Android,0.43,112.46,0,0,0
TRX-003162,2025-01-24 16:45:00,CUST-1947,27.9,Online_Services,0.0123,iOS,0.38,167.54,0,0,0
TRX-003163,2025-01-02 14:45:00,CUST-1878,881.93,Electronics,0.0123,Android,0.08,109.32,0,0,0
TRX-003164,2025-03-18 07:48:00,CUST-1759,22.07,Groceries,0.0123,Android,0.34,144.02,0,0,0
TRX-003165,2025-02-07 16:36:00,CUST-1097,334.72,Electronics,0.0123,Android,0.06,99.44,0,0,0
TRX-003166,2025-01-21 23:47:00,CUST-1623,37.05,Food_Dining,0.0123,iOS,0.18,65.32,0,0,0
TRX-003167,2025-01-26 18:42:00,CUST-1595,40.88,Food_Dining,0.0123,Web_Browser,0.13,171.63,1,0,0
TRX-003168,2025-01-09 19:22:00,CUST-1930,64.48,Online_Services,0.0123,iOS,0.11,67.86,0,0,0
TRX-003169,2025-01-11 10:06:00,CUST-1731,239.42,Electronics,0.0123,Android,0.91,140.96,1,0,0
TRX-003170,2025-03-16 22:10:00,CUST-1449,68.8,Groceries,0.0123,iOS,0.91,96.09,1,0,0
TRX-003171,2025-03-24 19:11:00,CUST-1272,32.14,Food_Dining,0.0123,iOS,0.07,87.54,0,0,0
TRX-003172,2025-01-23 17:37:00,CUST-1675,65.8,Online_Services,0.0123,Android,0.6,102.18,0,0,0
TRX-003173,2025-02-25 03:31:00,CUST-1835,31.97,Food_Dining,0.0123,Android,0.82,133.2,0,1,1
TRX-003174,2025-03-10 22:29:00,CUST-1602,49.82,Food_Dining,0.0123,Android,0.41,133.07,0,0,0
TRX-003175,2025-02-28 16:23:00,CUST-1756,69.31,Food_Dining,0.0123,Android,0.41,78.8,0,0,0
TRX-003176,2025-01-27 05:59:00,CUST-1163,47.68,Food_Dining,0.0123,Android,0.07,112.01,0,0,0
TRX-003177,2025-03-07 15:00:00,CUST-1993,580.07,Electronics,0.0123,iOS,0.1,-4.31,0,0,0
TRX-003178,2025-03-19 12:00:00,CUST-1822,2686.94,Luxury_Goods,0.0123,iOS,0.82,120.68,0,0,1
TRX-003179,2025-01-27 16:22:00,CUST-1913,34.23,Groceries,0.0123,iOS,0.22,126.0,0,0,0
TRX-003180,2025-01-05 08:36:00,CUST-1589,55.07,Groceries,0.0123,iOS,0.29,114.12,1,0,0
TRX-003181,2025-02-21 19:02:00,CUST-1299,36.05,Groceries,0.0123,iOS,0.06,83.64,0,0,0
TRX-003182,2025-02-15 14:52:00,CUST-1762,16.92,Transport,0.0123,iOS,0.77,116.76,1,0,0
TRX-003183,2025-02-14 11:12:00,CUST-1150,40.95,Food_Dining,0.0123,iOS,0.17,94.24,0,0,0
TRX-003184,2025-01-26 17:51:00,CUST-1638,6.97,Transport,0.0123,Android,0.27,55.06,1,0,0
TRX-003185,2025-01-04 17:14:00,CUST-1365,29.9,Food_Dining,0.0123,iOS,0.98,57.47,1,0,0
TRX-003186,2025-02-28 08:16:00,CUST-1208,43.7,Food_Dining,0.0123,Android,0.97,115.23,0,0,0
TRX-003187,2025-02-21 12:46:00,CUST-1703,3272.89,Luxury_Goods,0.0123,iOS,0.15,48.1,0,0,1
TRX-003188,2025-01-29 19:53:00,CUST-1715,34.78,Groceries,0.0123,Android,0.77,99.21,0,0,0
TRX-003189,2025-02-26 12:02:00,CUST-1715,34.64,Groceries,0.0123,Android,0.11,93.63,0,0,0
TRX-003190,2025-02-28 05:29:00,CUST-1233,22.04,Groceries,0.0123,Android,0.32,101.42,0,0,0
TRX-003191,2025-02-18 13:52:00,CUST-1502,69.37,Groceries,0.0123,Web_Browser,0.44,97.36,0,0,0
TRX-003192,2025-01-18 05:39:00,CUST-1930,17.28,Food_Dining,0.0123,iOS,0.52,78.93,1,0,0
TRX-003193,2025-02-01 18:55:00,CUST-1444,64.52,Food_Dining,0.0123,iOS,0.62,78.36,1,0,0
TRX-003194,2025-01-23 21:08:00,CUST-1612,35.92,Food_Dining,0.0123,Android,0.88,79.85,0,0,0
TRX-003195,2025-03-31 11:13:00,CUST-1481,39.51,Transport,0.0123,iOS,0.03,76.71,0,0,0
TRX-003196,2025-02-17 09:58:00,CUST-1501,44.76,Groceries,0.0123,iOS,0.31,141.53,0,0,0
TRX-003197,2025-01-10 17:03:00,CUST-1009,92.5,Groceries,0.0123,iOS,0.68,108.45,0,0,0
TRX-003198,2025-02-23 19:39:00,CUST-1179,46.27,Groceries,0.0123,iOS,0.63,111.94,1,0,0
TRX-003199,2025-02-23 00:51:00,CUST-1804,3860.13,Luxury_Goods,0.0123,Android,0.07,57.84,1,1,1
TRX-003200,2025-02-11 12:56:00,CUST-1271,33.98,Food_Dining,0.0123,iOS,0.44,127.72,0,0,0
TRX-003201,2025-01-30 02:06:00,CUST-1218,14.72,Transport,4.8088,iOS,0.82,136.15,0,1,1
TRX-003202,2025-01-16 21:13:00,CUST-1192,72.39,Groceries,0.0123,iOS,0.83,122.73,0,0,0
TRX-003203,2025-01-08 08:10:00,CUST-1443,46.09,Groceries,4.8088,Android,0.96,102.95,0,0,1
TRX-003204,2025-01-14 06:20:00,CUST-1918,13.81,Transport,0.0123,iOS,0.37,58.63,0,0,0
TRX-003205,2025-02-06 13:14:00,CUST-1343,39.99,Food_Dining,0.0123,iOS,0.77,106.84,0,0,0
TRX-003206,2025-01-23 07:10:00,CUST-1374,16.13,Food_Dining,0.0123,iOS,0.08,103.46,0,0,0
TRX-003207,2025-02-09 03:32:00,CUST-1589,38.92,Groceries,0.0123,Android,0.79,117.24,1,1,0
TRX-003208,2025-03-26 02:40:00,CUST-1514,19.72,Transport,0.0123,Web_Browser,0.97,91.79,0,1,1
TRX-003209,2025-01-14 14:41:00,CUST-1924,71.33,Groceries,0.0123,iOS,0.73,120.03,0,0,0
TRX-003210,2025-03-04 23:11:00,CUST-1607,20.91,Transport,0.0123,Web_Browser,0.22,128.26,0,0,0
TRX-003211,2025-02-19 15:16:00,CUST-1520,37.34,Online_Services,0.0123,iOS,0.29,120.12,0,0,0
TRX-003212,2025-01-28 02:45:00,CUST-1510,13.46,Transport,0.0123,iOS,0.67,117.31,0,1,0
TRX-003213,2025-03-22 11:19:00,CUST-1966,54.81,Online_Services,0.0123,iOS,0.43,112.17,1,0,0
TRX-003214,2025-03-17 14:30:00,CUST-1052,70.28,Groceries,0.0123,iOS,0.14,160.37,0,0,0
TRX-003215,2025-03-13 15:36:00,CUST-1870,16.5,Transport,0.0123,Web_Browser,0.46,109.13,0,0,0
TRX-003216,2025-01-14 11:34:00,CUST-1440,54.16,Food_Dining,0.0123,iOS,0.76,106.57,0,0,0
TRX-003217,2025-01-12 03:23:00,CUST-1101,13.92,Transport,0.0123,Android,0.29,50.0,1,1,0
TRX-003218,2025-01-25 06:28:00,CUST-1320,21.68,Transport,0.0123,iOS,0.96,94.68,1,0,0
TRX-003219,2025-03-28 19:19:00,CUST-1192,22.14,Transport,0.0123,Android,0.15,92.79,0,0,0
TRX-003220,2025-03-30 20:42:00,CUST-1684,119.31,Groceries,0.0123,iOS,0.87,86.17,1,0,0
TRX-003221,2025-01-14 07:48:00,CUST-1112,24.99,Groceries,0.0123,Android,0.75,103.03,0,0,0
TRX-003222,2025-02-06 16:41:00,CUST-1020,63.36,Food_Dining,0.0123,Android,0.08,113.24,0,0,0
TRX-003223,2025-02-18 07:02:00,CUST-1845,1894.93,Electronics,0.0123,iOS,0.62,104.07,0,0,0
TRX-003224,2025-03-30 15:22:00,CUST-1278,394.06,Electronics,4.8088,iOS,0.67,101.76,1,0,0
TRX-003225,2025-03-03 01:00:00,CUST-1854,93.9,Groceries,0.0123,Android,0.13,105.89,0,1,0
TRX-003226,2025-03-03 18:52:00,CUST-1597,26.38,Groceries,0.0123,iOS,0.2,74.92,0,0,0
TRX-003227,2025-01-12 13:07:00,CUST-1345,37.56,Groceries,0.0123,iOS,0.35,56.63,1,0,0
TRX-003228,2025-03-07 22:26:00,CUST-1199,23.46,Groceries,0.0123,Web_Browser,0.46,80.25,0,0,0
TRX-003229,2025-02-15 21:32:00,CUST-1341,347.11,Electronics,0.0123,Android,0.24,103.81,1,0,0
TRX-003230,2025-02-06 17:58:00,CUST-1324,111.51,Groceries,0.0123,Web_Browser,0.87,101.06,0,0,0
TRX-003231,2025-01-08 22:58:00,CUST-1490,142.25,Electronics,4.8088,Android,0.19,121.84,0,0,0
TRX-003232,2025-03-04 03:32:00,CUST-1939,46.02,Online_Services,0.0123,iOS,0.33,106.51,0,1,0
TRX-003233,2025-02-16 19:47:00,CUST-1992,61.08,Groceries,0.0123,Android,0.13,105.0,1,0,0
TRX-003234,2025-03-24 09:42:00,CUST-1782,39.1,Groceries,0.0123,iOS,0.05,115.5,0,0,0
TRX-003235,2025-03-09 19:45:00,CUST-1214,28.15,Food_Dining,0.0123,iOS,0.84,87.87,1,0,0
TRX-003236,2025-03-24 06:49:00,CUST-1286,27.06,Transport,0.0123,iOS,0.13,94.04,0,0,0
TRX-003237,2025-01-28 14:09:00,CUST-1730,44.25,Online_Services,0.0123,iOS,0.78,146.21,0,0,0
TRX-003238,2025-01-31 16:46:00,CUST-1469,30.89,Food_Dining,0.0123,Android,0.07,61.08,0,0,0
TRX-003239,2025-02-04 17:43:00,CUST-1428,11.88,Food_Dining,0.0123,iOS,0.17,80.96,0,0,0
TRX-003240,2025-01-26 10:03:00,CUST-1684,31.6,Groceries,0.0123,iOS,0.05,136.34,1,0,0
TRX-003241,2025-01-07 08:37:00,CUST-1608,61.12,Groceries,0.0123,Android,0.56,116.37,0,0,0
TRX-003242,2025-03-02 00:47:00,CUST-1167,40.24,Groceries,0.0123,iOS,0.74,100.79,1,1,0
TRX-003243,2025-03-07 07:45:00,CUST-1634,71.28,Food_Dining,0.0123,Web_Browser,0.56,81.35,0,0,0
TRX-003244,2025-02-02 18:05:00,CUST-1014,339.89,Electronics,0.0123,Android,0.66,48.61,1,0,0
TRX-003245,2025-01-05 05:54:00,CUST-1759,44.0,Groceries,0.0123,Android,0.28,63.47,1,0,0
TRX-003246,2025-03-12 13:19:00,CUST-1208,17.64,Food_Dining,0.0123,Android,0.59,96.87,0,0,0
TRX-003247,2025-02-23 13:52:00,CUST-1594,23.82,Food_Dining,0.0123,Android,0.81,77.01,1,0,0
TRX-003248,2025-03-27 15:12:00,CUST-1056,53.1,Groceries,0.0123,Android,0.91,138.14,0,0,0
TRX-003249,2025-01-05 09:30:00,CUST-1672,64.93,Groceries,0.0123,Android,0.12,154.78,1,0,0
TRX-003250,2025-03-12 09:09:00,CUST-1841,31.04,Food_Dining,0.0123,Android,0.02,86.08,0,0,0
TRX-003251,2025-03-19 08:07:00,CUST-1267,10.71,Transport,0.0123,Android,0.79,101.42,0,0,0
TRX-003252,2025-01-22 13:29:00,CUST-1866,87.59,Groceries,0.0123,iOS,0.41,90.75,0,0,0
TRX-003253,2025-01-12 02:46:00,CUST-1082,38.7,Food_Dining,0.0123,iOS,0.13,148.34,1,1,0
TRX-003254,2025-01-23 06:05:00,CUST-1652,612.04,Electronics,0.0123,Android,0.62,114.47,0,0,0
TRX-003255,2025-02-23 15:15:00,CUST-1340,363.58,Electronics,0.0123,Web_Browser,0.98,137.71,1,0,0
TRX-003256,2025-03-07 06:48:00,CUST-1781,37.45,Food_Dining,0.0123,Android,0.75,107.38,0,0,0
TRX-003257,2025-02-05 20:09:00,CUST-1962,77.48,Groceries,0.0123,iOS,0.04,117.3,0,0,0
TRX-003258,2025-03-06 12:43:00,CUST-1241,26.45,Online_Services,0.0123,iOS,0.67,97.92,0,0,0
TRX-003259,2025-01-20 04:50:00,CUST-1148,110.51,Online_Services,0.0123,iOS,0.06,138.76,0,1,0
TRX-003260,2025-03-19 04:26:00,CUST-1377,68.34,Online_Services,0.0123,iOS,0.71,98.95,0,1,0
TRX-003261,2025-03-05 11:57:00,CUST-1559,12.2,Transport,0.0123,Web_Browser,0.61,107.63,0,0,0
TRX-003262,2025-03-18 14:37:00,CUST-1374,40.06,Groceries,0.0123,Android,0.79,90.28,0,0,0
TRX-003263,2025-02-25 16:43:00,CUST-1383,321.37,Electronics,0.0123,iOS,0.72,87.32,0,0,0
TRX-003264,2025-03-17 09:25:00,CUST-1631,8.47,Transport,0.0123,Android,0.21,115.41,0,0,0
TRX-003265,2025-03-07 05:35:00,CUST-1113,17.96,Food_Dining,4.8088,Web_Browser,0.27,141.34,0,0,0
TRX-003266,2025-02-13 21:48:00,CUST-1393,1224.64,Electronics,0.0123,iOS,0.26,72.03,0,0,0
TRX-003267,2025-02-17 06:16:00,CUST-1735,85.1,Groceries,0.0123,iOS,0.07,87.81,0,0,0
TRX-003268,2025-03-19 22:25:00,CUST-1020,35.1,Online_Services,0.0123,Web_Browser,0.21,112.95,0,0,0
TRX-003269,2025-02-23 10:23:00,CUST-1202,28.72,Food_Dining,0.0123,iOS,0.63,87.4,1,0,0
TRX-003270,2025-03-29 21:38:00,CUST-1924,8.96,Transport,0.0123,iOS,0.9,153.72,1,0,0
TRX-003271,2025-03-28 18:55:00,CUST-1016,33.98,Food_Dining,0.0123,iOS,0.91,79.01,0,0,0
TRX-003272,2025-01-28 12:42:00,CUST-1483,22.4,Transport,0.0123,iOS,0.37,58.34,0,0,0
TRX-003273,2025-01-06 00:26:00,CUST-1742,59.48,Groceries,0.0123,iOS,0.38,93.48,0,1,0
TRX-003274,2025-03-05 21:32:00,CUST-1796,600.0,Electronics,0.0123,iOS,0.47,49.15,0,0,0
TRX-003275,2025-03-29 07:54:00,CUST-1579,39.55,Online_Services,0.0123,Android,0.21,97.67,1,0,0
TRX-003276,2025-02-18 08:16:00,CUST-1492,478.66,Electronics,0.0123,iOS,0.19,149.17,0,0,0
TRX-003277,2025-03-07 08:12:00,CUST-1298,8.56,Transport,4.8088,iOS,0.0,59.41,0,0,0
TRX-003278,2025-03-24 05:00:00,CUST-1069,27.23,Transport,0.0123,Android,0.22,67.95,0,0,0
TRX-003279,2025-01-08 07:41:00,CUST-1844,222.04,Electronics,0.0123,iOS,0.86,81.56,0,0,0
TRX-003280,2025-02-27 04:14:00,CUST-1312,49.76,Groceries,0.0123,Android,0.69,59.34,0,1,0
TRX-003281,2025-02-22 20:16:00,CUST-1351,8.56,Transport,0.0123,iOS,0.29,107.33,1,0,0
TRX-003282,2025-02-24 13:43:00,CUST-1083,18.98,Groceries,0.0123,iOS,0.82,101.5,0,0,0
TRX-003283,2025-01-23 03:54:00,CUST-1091,4748.52,Luxury_Goods,0.0123,Web_Browser,0.34,68.69,0,1,1
TRX-003284,2025-03-04 09:34:00,CUST-1268,23.74,Groceries,0.0123,Android,0.22,128.22,0,0,0
TRX-003285,2025-02-19 16:33:00,CUST-1037,732.38,Luxury_Goods,0.0123,Android,0.27,43.65,0,0,1
TRX-003286,2025-03-17 10:53:00,CUST-1023,224.51,Electronics,0.0123,Android,0.83,86.73,0,0,0
TRX-003287,2025-03-14 00:16:00,CUST-1857,20.38,Transport,0.0123,iOS,0.79,56.08,0,1,0
TRX-003288,2025-02-25 02:14:00,CUST-1516,37.57,Groceries,0.0123,iOS,0.06,110.83,0,1,0
TRX-003289,2025-02-22 00:41:00,CUST-1132,1349.43,Electronics,0.0123,Android,0.33,90.54,1,1,1
TRX-003290,2025-03-11 10:35:00,CUST-1252,19.4,Transport,0.0123,Android,0.57,111.66,0,0,0
TRX-003291,2025-03-18 04:37:00,CUST-1554,71.75,Groceries,4.8088,Android,0.33,53.7,0,1,1
TRX-003292,2025-02-04 07:07:00,CUST-1173,22.44,Groceries,0.0123,Android,0.76,123.55,0,0,0
TRX-003293,2025-03-05 00:21:00,CUST-1418,23.19,Food_Dining,0.0123,iOS,0.42,78.81,0,1,0
TRX-003294,2025-03-17 18:59:00,CUST-1486,7.06,Transport,0.0123,iOS,0.95,91.79,0,0,0
TRX-003295,2025-03-19 04:55:00,CUST-1569,31.68,Food_Dining,0.0123,Android,0.25,139.02,0,1,0
TRX-003296,2025-01-15 14:57:00,CUST-1724,39.16,Groceries,0.0123,Android,0.47,122.21,0,0,0
TRX-003297,2025-01-04 09:18:00,CUST-1442,65.14,Groceries,0.0123,Android,0.25,77.54,1,0,0
TRX-003298,2025-02-19 13:53:00,CUST-1215,46.02,Online_Services,0.0123,Android,0.71,95.73,0,0,0
TRX-003299,2025-03-12 09:49:00,CUST-1502,43.55,Groceries,0.0123,iOS,0.14,151.19,0,0,0
TRX-003300,2025-02-12 13:20:00,CUST-1598,33.55,Groceries,0.0123,iOS,0.2,109.55,0,0,0
TRX-003301,2025-01-07 13:55:00,CUST-1194,20.3,Food_Dining,0.0123,iOS,0.01,35.14,0,0,0
TRX-003302,2025-01-15 16:21:00,CUST-1490,12.3,Online_Services,0.0123,Web_Browser,0.44,138.4,0,0,0
TRX-003303,2025-02-26 00:07:00,CUST-1662,50.69,Food_Dining,0.0123,iOS,0.5,159.43,0,1,0
TRX-003304,2025-03-18 22:20:00,CUST-1622,33.19,Groceries,0.0123,Android,0.88,116.65,0,0,0
TRX-003305,2025-02-23 19:53:00,CUST-1741,77.23,Groceries,4.8088,iOS,0.9,35.0,1,0,1
TRX-003306,2025-02-19 06:15:00,CUST-1663,669.47,Luxury_Goods,0.0123,Android,0.86,109.53,0,0,1
TRX-003307,2025-03-23 01:51:00,CUST-1039,861.32,Luxury_Goods,0.0123,iOS,0.35,145.58,1,1,1
TRX-003308,2025-01-19 20:48:00,CUST-1525,9.59,Transport,0.0123,iOS,0.54,129.19,1,0,0
TRX-003309,2025-01-29 21:31:00,CUST-1020,24.87,Food_Dining,0.0123,Android,0.71,163.84,0,0,0
TRX-003310,2025-02-28 18:47:00,CUST-1319,22.48,Food_Dining,0.0123,Android,0.54,94.29,0,0,0
TRX-003311,2025-02-05 08:33:00,CUST-1492,1575.63,Luxury_Goods,0.0123,iOS,0.46,33.97,0,0,1
TRX-003312,2025-01-20 22:30:00,CUST-1833,145.71,Online_Services,0.0123,Android,0.25,56.18,0,0,0
TRX-003313,2025-03-18 20:48:00,CUST-1326,32.29,Food_Dining,0.0123,Android,0.84,95.11,0,0,0
TRX-003314,2025-01-10 04:34:00,CUST-1172,13.37,Transport,0.0123,Android,0.22,132.33,0,1,0
TRX-003315,2025-03-16 09:54:00,CUST-1972,288.44,Electronics,0.0123,Android,0.99,132.47,1,0,0
TRX-003316,2025-03-12 04:11:00,CUST-1016,23.97,Transport,0.0123,iOS,0.97,100.28,0,1,1
TRX-003317,2025-02-15 11:35:00,CUST-1350,81.8,Groceries,0.0123,iOS,0.24,115.64,1,0,0
TRX-003318,2025-03-18 04:35:00,CUST-1122,7.3,Transport,0.0123,iOS,0.02,122.62,0,1,0
TRX-003319,2025-03-28 15:11:00,CUST-1260,22.64,Transport,0.0123,Android,0.01,158.77,0,0,0
TRX-003320,2025-03-11 02:18:00,CUST-1943,13.84,Transport,0.0123,iOS,0.58,96.86,0,1,0
TRX-003321,2025-01-23 03:43:00,CUST-1726,57.03,Groceries,0.0123,Web_Browser,0.66,148.94,0,1,0
TRX-003322,2025-03-11 07:03:00,CUST-1099,1628.88,Electronics,4.8088,iOS,0.34,92.92,0,0,1
TRX-003323,2025-02-04 20:33:00,CUST-1573,46.53,Online_Services,0.0123,Android,0.08,63.96,0,0,0
TRX-003324,2025-03-29 03:05:00,CUST-1863,22.69,Groceries,0.0123,iOS,0.47,66.07,1,1,0
TRX-003325,2025-03-31 06:04:00,CUST-1154,53.91,Online_Services,0.0123,Android,0.17,62.89,0,0,0
TRX-003326,2025-02-03 06:47:00,CUST-1988,34.99,Groceries,0.0123,Android,0.24,110.47,0,0,0
TRX-003327,2025-02-14 11:53:00,CUST-1396,1674.12,Luxury_Goods,0.0123,iOS,0.14,48.71,0,0,1
TRX-003328,2025-02-27 02:56:00,CUST-1240,465.28,Electronics,0.0123,iOS,0.26,130.37,0,1,0
TRX-003329,2025-02-13 13:33:00,CUST-1165,33.88,Food_Dining,0.0123,Android,0.87,116.63,0,0,0
TRX-003330,2025-02-20 04:50:00,CUST-1189,11.65,Transport,0.0123,Android,0.56,137.47,0,1,0
TRX-003331,2025-01-27 12:17:00,CUST-1783,90.63,Groceries,0.0123,iOS,0.44,90.72,0,0,0
TRX-003332,2025-01-13 15:26:00,CUST-1602,584.41,Electronics,0.0123,iOS,0.91,105.96,0,0,1
TRX-003333,2025-03-06 11:33:00,CUST-1849,59.58,Groceries,0.0123,Android,0.75,99.76,0,0,0
TRX-003334,2025-03-26 00:57:00,CUST-1576,36.86,Food_Dining,0.0123,Android,0.49,112.25,0,1,0
TRX-003335,2025-02-03 02:30:00,CUST-1546,41.64,Online_Services,0.0123,Android,0.37,64.66,0,1,0
TRX-003336,2025-03-11 19:16:00,CUST-1431,2065.54,Luxury_Goods,0.0123,Web_Browser,0.51,97.62,0,0,1
TRX-003337,2025-01-19 21:43:00,CUST-1355,97.52,Groceries,0.0123,iOS,0.66,107.39,1,0,0
TRX-003338,2025-02-05 02:49:00,CUST-1219,29.78,Food_Dining,0.0123,Web_Browser,0.42,146.18,0,1,0
TRX-003339,2025-03-15 01:51:00,CUST-1611,38.29,Groceries,0.0123,Android,0.59,138.45,1,1,0
TRX-003340,2025-01-11 23:35:00,CUST-1520,39.86,Groceries,0.0123,Web_Browser,0.22,89.9,1,0,0
TRX-003341,2025-01-28 00:28:00,CUST-1693,15.59,Transport,0.0123,Android,0.07,113.54,0,1,0
TRX-003342,2025-03-26 19:51:00,CUST-1017,66.93,Food_Dining,0.0123,Android,0.35,109.95,0,0,0
TRX-003343,2025-02-25 22:42:00,CUST-1832,52.01,Groceries,0.0123,iOS,0.71,93.38,0,0,0
TRX-003344,2025-01-20 17:22:00,CUST-1207,10.6,Transport,0.0123,iOS,0.88,90.85,0,0,0
TRX-003345,2025-01-16 03:17:00,CUST-1547,40.24,Online_Services,0.0123,iOS,0.87,23.91,0,1,1
TRX-003346,2025-01-28 02:31:00,CUST-1069,46.71,Food_Dining,0.0123,Web_Browser,0.26,73.42,0,1,0
TRX-003347,2025-02-12 11:48:00,CUST-1095,49.91,Groceries,0.0123,iOS,0.15,103.29,0,0,0
TRX-003348,2025-03-02 18:03:00,CUST-1403,12.0,Transport,0.0123,iOS,0.26,107.84,1,0,0
TRX-003349,2025-01-27 08:58:00,CUST-1988,1046.55,Luxury_Goods,0.0123,Android,0.42,160.44,0,0,1
TRX-003350,2025-03-13 04:59:00,CUST-1359,9.74,Transport,0.0123,Web_Browser,0.05,71.37,0,1,0
